Year,State,NMFS.Name,Pounds,Metric.Tons,Dollars,Confidentiality,Collection,Scientific.Name,Tsn,Source
1952,CONNECTICUT,MENHADENS **,98900,45,1410,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,DELAWARE,MENHADENS **,207657100,94193,2018102,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,FLORIDA-EAST,MENHADENS **,120281800,54559,893943,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,MAINE,MENHADENS **,604600,274,6056,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,MARYLAND,MENHADENS **,1444400,655,13573,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,MASSACHUSETTS,MENHADENS **,25980600,11785,326050,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,NEW JERSEY,MENHADENS **,179458200,81402,1606046,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,NEW YORK,MENHADENS **,93189300,42270,876976,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,NORTH CAROLINA,MENHADENS **,191341300,86792,1626501,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,RHODE ISLAND,MENHADENS **,9403800,4266,109719,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,SOUTH CAROLINA,MENHADENS **,3218000,1460,23491,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1952,VIRGINIA,MENHADENS **,90929700,41245,1123793,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,CONNECTICUT,MENHADENS **,70100,32,783,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,DELAWARE,MENHADENS **,166488700,75519,1911375,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,FLORIDA-EAST,MENHADENS **,79600400,36107,822877,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,MAINE,MENHADENS **,1514300,687,8610,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,MARYLAND,MENHADENS **,430900,195,4467,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,MASSACHUSETTS,MENHADENS **,7208100,3270,108217,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,NEW JERSEY,MENHADENS **,189902600,86139,2179652,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,NEW YORK,MENHADENS **,85433200,38752,896743,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,NORTH CAROLINA,MENHADENS **,104012900,47180,978562,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,RHODE ISLAND,MENHADENS **,2968500,1347,44449,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,SOUTH CAROLINA,MENHADENS **,4476900,2031,44769,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1951,VIRGINIA,MENHADENS **,126993900,57604,1110508,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,CONNECTICUT,MENHADENS **,43700,20,696,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,DELAWARE,MENHADENS **,151857500,68882,1548947,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,FLORIDA-EAST,MENHADENS **,21258700,9643,214712,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,MAINE,MENHADENS **,490000,222,2511,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,MARYLAND,MENHADENS **,1097400,498,9946,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,MASSACHUSETTS,MENHADENS **,8762000,3974,86726,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,NEW JERSEY,MENHADENS **,138578600,62859,1497647,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,NEW YORK,MENHADENS **,82510400,37426,694529,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,NORTH CAROLINA,MENHADENS **,124904900,56656,1221468,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,RHODE ISLAND,MENHADENS **,8100,4,110,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,SOUTH CAROLINA,MENHADENS **,961400,436,9037,Public,Commercial,Brevoortia ,161731,ACCSPHIST
1950,VIRGINIA,MENHADENS **,169814800,77027,1482721,Public,Commercial,Brevoortia ,161731,ACCSPHIST
